data,PM10,PTS,NO2,O3,SO2,"PM 2,5",CO,Tº,DV,PP,PA,VV,RS,UR
01/01/21 00:30,8,,8.14,37.11,6.51,17,0.34,25.46,112.04,0,,1.53,2.14,69.23
01/01/21 01:30,17,,7.47,38.24,6.28,6,0.43,25.13,109.08,0,,1.46,1.09,69.06
01/01/21 02:30,10,,7.68,36.65,6.08,4,0.36,24.76,89.17,0,,1.11,2.11,68.77
01/01/21 03:30,11,,11.77,33.22,5.88,,0.29,24.59,128.61,0,,0.94,1.13,67.09
01/01/21 04:30,8,,9,29.92,5.59,,0.3,23.94,111.92,0,,0.67,1.53,70.2
01/01/21 05:30,5,,7.69,29.92,5.25,2,0.34,23.94,100.01,0,,0.66,24.06,70.38
01/01/21 06:30,10,,6.63,32.76,4.61,2,0.36,25.93,111.94,0,,1.19,133.27,63.66
01/01/21 07:30,8,,5.67,39.22,4.24,3,0.32,28.35,111.5,0,,1.2,398.06,54.28
01/01/21 08:30,4,,3.95,47.88,4,3,0.25,29.55,138.98,0,,1.06,632.97,48.44
01/01/21 09:30,3,,3.93,56.63,3.79,1,0.27,30.79,44.36,0,,1.49,855.06,44.54
01/01/21 10:30,2,,3.4,62.71,3.41,1,0.26,32.25,47.95,0,,1.67,1002.05,39.98
01/01/21 11:30,2,,5.41,74.81,3.31,1,0.27,32.41,199.52,0,,1.23,547.6,39.66
01/01/21 12:30,1,,4.71,78.88,3.2,,0.33,33.26,111.23,0,,1.36,409.51,37.81
01/01/21 13:30,5,,5.47,73.67,3.35,,0.34,33.74,344.35,0,,1.92,438.7,36.49
01/01/21 14:30,5,,4.85,69.31,3.77,,0.28,33.52,297.28,0,,1.55,306.54,36.69
01/01/21 15:30,6,,9.8,71.75,3.72,2,0.3,30.57,188.71,0,,1.96,128.38,41.54
01/01/21 16:30,3,,16.58,63.11,3.22,3,0.31,26.48,278.48,2.8,,2.73,59.94,59.19
01/01/21 17:30,5,,46.9,25.83,2.85,5,0.54,24.33,350.24,0.4,,0.63,35.95,81.27
01/01/21 18:30,26,,32.45,33.74,2.86,5,0.7,23.87,323.43,8.4,,1.68,9.7,82.39
01/01/21 19:30,14,,23.35,48.3,2.98,3,0.43,21.53,272.03,3.4,,1.8,5.85,90.78
01/01/21 20:30,20,,16.47,49.92,2.58,,0.39,21.32,308.86,7.2,,1.61,5.45,93.12
01/01/21 21:30,11,,16.58,49.11,2.55,,0.41,21.39,140.86,2.6,,1.18,5.26,91.93
01/01/21 22:30,6,,14.81,47.71,2.43,,0.41,21.11,130.99,0,,0.86,7.05,88.27
01/01/21 23:30,4,,23.62,33.28,1.88,,0.36,21.25,143.24,0,,1.03,7.34,88.03
02/01/21 00:30,,,10.3,44.84,0.55,,0.28,21.47,31.47,0,,0.86,8.07,84.53
02/01/21 01:30,,,5.05,43.04,0.52,,0.27,21.11,109.55,0,,0.97,4.81,86.83
02/01/21 02:30,,,6.84,44.36,0.45,,0.26,21.09,104.87,0.2,,0.64,4.75,84.98
02/01/21 03:30,,,4.41,45.03,0.25,,0.27,21.11,116.61,0,,1.62,6.55,83.04
02/01/21 04:30,,,3.81,44.75,0.42,,0.25,20.94,112.94,0,,1.73,5.65,82.27
02/01/21 05:30,,,9.88,45.55,0.34,1,0.26,21.08,104.37,0,,1.44,9.27,79.71
02/01/21 06:30,,,10.72,41.16,0.24,1,0.29,21.53,116.81,0,,1.51,76.28,77
02/01/21 07:30,,,6.04,48.11,0.26,,0.26,22.49,119.41,0,,1.58,212.65,73.44
02/01/21 08:30,,,5.91,57.14,0.21,,0.25,25.87,107.62,0,,1.27,563.84,58.22
02/01/21 09:30,,,4.25,65.68,0.59,,0.25,27.35,111.67,0,,1.7,507.67,50.92
02/01/21 10:30,,,4.35,67.42,1.08,,0.24,28.02,143.7,0,,2.12,497.21,47.62
02/01/21 11:30,,,3.97,64.05,1.04,,0.26,29.67,116.5,0,,1.78,758.08,47.35
02/01/21 12:30,,,4.25,69.99,1.24,,0.3,29.23,91.42,0,,1.47,344.9,50.18
02/01/21 13:30,,,5.1,70.1,1.14,,0.3,28.52,33.67,0,,1.55,402.85,50.91
02/01/21 14:30,,,4.36,74.33,1.47,,0.3,29.18,74.31,0,,1.33,551.09,50.84
02/01/21 15:30,,,8.4,78.46,3.08,,0.3,29.51,60.6,0,,1.34,472.93,49.48
02/01/21 16:30,,,5.66,73.25,3.69,,0.29,28.92,58.67,0,,1.56,205.61,51.01
02/01/21 17:30,,,5.16,58.77,3.4,,0.28,28.65,97.91,0,,1.22,59.44,52.86
02/01/21 18:30,,,5.99,52.76,3.69,,0.28,27.8,112.52,0,,1.29,9.78,54.51
02/01/21 19:30,,,11.57,47.31,3.73,,0.33,27.44,117.6,0,,1.29,3.28,56.06
02/01/21 20:30,,,17.5,42.04,3.75,,0.37,24.8,154.51,4.2,,1.73,2.83,74.71
02/01/21 21:30,,,18.64,43.29,3.54,,0.33,21.54,153.46,3.2,,1.51,6.47,88.31
02/01/21 22:30,,,12.18,48.57,3.49,,0.28,20.12,192.37,17,,1.67,5.67,91.98
02/01/21 23:30,,,9.51,40.46,3.45,,0.27,20.06,30.64,2.6,,1.32,5.91,90.42
03/01/21 00:30,,,6.56,48.99,3.32,,0.26,19.92,126.96,6.8,,1.29,5.39,93.75
03/01/21 01:30,,,12.03,46.32,3.07,,0.25,19.62,112.16,2.8,,1.32,5.36,93.02
03/01/21 02:30,,,3.31,49.99,2.76,,0.21,19.48,109.22,0,,1.12,5.25,91.55
03/01/21 03:30,,,5.94,42.82,2.59,,0.23,19.36,138.99,0,,0.83,3.86,93.02
03/01/21 04:30,,,3.03,41.4,2.32,,0.27,19.48,120.89,0,,1,4.63,91.16
03/01/21 05:30,,,3.85,40.76,1.9,,0.26,19.86,122.37,0,,1.07,17.68,86.71
03/01/21 06:30,,,7.95,33.94,1.51,,0.31,20.49,117.29,0,,0.73,46.39,84.21
03/01/21 07:30,,,8.09,35.03,1.42,,0.29,21.3,107.25,0,,1.2,114.8,79.75
03/01/21 08:30,,,6.1,38.85,1.64,,0.3,22.96,112.31,0,,1.28,278.03,72.66
03/01/21 09:30,,,4.08,44.36,1.42,,0.26,23.99,115.71,0,,1.67,361.51,68.19
03/01/21 10:30,,,5.36,49.02,1.16,,0.27,26.78,90.66,0,,1.41,895.91,58.91
03/01/21 11:30,,,6.77,57.43,1.18,1,0.32,28.52,331.84,0,,1.35,720.49,55.57
03/01/21 12:30,,,5.89,65.31,1.74,6,0.35,29.09,330.29,0,,1.63,513.89,53.15
03/01/21 13:30,,,4.96,64.18,2.03,2,0.33,29.22,23.6,0,,1.62,440.22,52.31
03/01/21 14:30,,,5.72,61.78,3.45,,0.3,29.42,81.72,0,,1.42,296.35,51.85
03/01/21 15:30,,,4.48,60.75,3.68,,0.25,29.69,89.21,0,,1.36,392.78,49.66
03/01/21 16:30,,,7.98,50.93,4.21,,0.37,29.03,79.27,0,,1.41,142.58,52.01
03/01/21 17:30,,,5.79,46.86,4.16,,0.33,28.45,82.73,0,,1.04,71.54,54.45
03/01/21 18:30,,,11.38,33.62,4.41,,0.34,27.13,121.74,0,,1.79,8.61,62.76
03/01/21 19:30,,,9.29,31,4.67,,0.33,26.27,125.3,0,,1.67,3.47,66.34
03/01/21 20:30,,,12.43,34.84,4.87,,0.32,24.44,103.53,24.2,,2.79,3.49,75.25
03/01/21 21:30,,,18.03,39.33,4.81,,0.29,19.95,243.85,15,,1.32,5.93,96.09
03/01/21 22:30,,,21.3,38.68,4.58,,0.3,20.21,137.64,6,,1.27,5.5,92.47
03/01/21 23:30,,,8.25,38.66,2.81,,0.29,20.24,92.57,0.8,,0.9,7.08,91.93
04/01/21 00:30,,,15.11,34.18,0.25,,0.25,20.06,314.17,0,,1.11,6.66,92.18
04/01/21 01:30,,,8.75,33.15,0.01,,0.3,19.88,341.92,0,,0.48,3.71,93.22
04/01/21 02:30,,,10.36,31.62,0,,0.31,19.93,58.07,0,,0.75,5.15,92.44
04/01/21 03:30,,,11.8,29.43,0,,0.32,20.06,106.42,0,,1.03,5.45,87.95
04/01/21 04:30,,,11.36,32.79,0,,0.25,19.88,116.56,0,,1.5,6.72,84.94
04/01/21 05:30,,,6.72,33.1,0,,0.25,19.93,113.78,0,,1.33,12.14,84.04
04/01/21 06:30,,,29.76,16.07,0,,0.42,20.36,114.28,0,,1.28,51.29,82.59
04/01/21 07:30,,,21.72,25.94,0,,0.5,21.34,117.41,0,,1.59,128.63,78.17
04/01/21 08:30,,,12.99,31.57,0,,0.4,23.14,113.73,0,,1.6,340.71,70.65
04/01/21 09:30,,,8.35,44.86,0,,0.36,24.53,106.56,0,,1.58,425.68,65.16
04/01/21 10:30,,,9.82,47.49,0,,0.37,25.64,70.01,0,,1.25,567.33,61.76
04/01/21 11:30,,,10.74,61.37,0,,0.39,27.3,6.23,0,,1.58,760.12,55.31
04/01/21 12:30,,,15.65,61.34,0,,0.41,27.51,4.56,0,,1.58,423.34,54.51
04/01/21 13:30,,,8.7,64.17,0,,0.37,28.48,14.94,0,,1.67,580.77,51.25
04/01/21 14:30,,,10.01,59.32,0,,0.37,29.17,325.03,0,,1.58,609.04,48.91
04/01/21 15:30,,,14.11,52.51,0,,0.38,29.39,315.18,0,,2.17,550.31,47.96
04/01/21 16:30,,,13.27,53.57,0,,0.44,28.05,7.32,0,,1.4,222,53.42
04/01/21 17:30,,,14.57,52.82,0,,0.53,27.56,61.69,0,,1.34,122.54,56.24
04/01/21 18:30,,,17.56,47.36,0,,0.58,26.69,103.7,0,,1.21,9.95,58.62
04/01/21 19:30,,,25.86,30.44,0,,0.54,25.91,128.58,0,,0.76,1.17,62.95
04/01/21 20:30,,,38.66,15.53,0,,0.69,25.13,128.75,0,,0.88,1.76,67.17
04/01/21 21:30,,,29.17,19.16,0,,0.58,24.54,103.81,0,,1.02,2.59,69.9
04/01/21 22:30,,,15.75,25.29,0,,0.44,23.86,107.68,0,,1.1,2.5,74.17
04/01/21 23:30,,,10.84,23.24,0,,0.36,23.35,105.2,0,,0.93,2.8,77.22
05/01/21 00:30,,,16.48,21.1,0,,0.29,23.51,333.66,0,,0.9,4.13,76.74
05/01/21 01:30,,,13.21,21.02,0,,0.35,23.19,102.68,0,,1.03,2.9,78.91
05/01/21 02:30,,,7.29,28.77,0,,0.32,22.85,112.05,0,,0.94,3.46,80.75
05/01/21 03:30,,,8.68,19.87,0,,0.31,22.61,101.89,0,,0.64,2.35,82.39
05/01/21 04:30,,,19.68,13.02,0,,0.34,22.31,115.16,0,,0.75,2.37,84.17
05/01/21 05:30,,,11.02,15,0,10,0.35,21.97,114.95,0,,0.66,15.88,85.97
05/01/21 06:30,,,18.09,14.15,0,6,0.63,22.98,111.43,0,,0.91,86.06,81.74
05/01/21 07:30,,,13.51,21.66,0,,0.54,25.92,113.21,0,,1.83,402.9,69.84
05/01/21 08:30,,,7.56,35.89,0,,0.36,27.47,104.04,0,,1.79,583.94,63.5
05/01/21 09:30,,,13.27,41.65,0,,0.41,28.12,40.08,0,,1.3,613.49,60.43
05/01/21 10:30,,,9.56,53.18,0,,0.39,30.36,342.84,0,,1.71,1054.96,52.4
05/01/21 11:30,,,10.1,67.36,0,,0.31,31.9,10.95,0,,1.49,947.79,44.46
05/01/21 12:30,,,7.86,81.22,0,,0.34,31.46,51.06,0,,1.64,531.96,43.27
05/01/21 13:30,,,10.71,82.07,0,1,0.37,32.55,11.58,0,,1.54,498.84,40.4
05/01/21 14:30,,,7.8,68.03,0,1,0.33,31.4,44.79,0,,1.97,340.71,46.77
05/01/21 15:30,3,,8.14,64.9,0,,0.37,31.34,124.67,0,,1.65,220.5,48.43
05/01/21 16:30,3,,,,,,,,,,,,,
05/01/21 17:30,3,,14.07,38.94,0,,0.58,29.27,136.68,0,,2.28,51.97,55.16
05/01/21 18:30,11,,40.12,21.03,0,2,0.95,27.18,279.06,0.6,,1.03,7.84,70.99
05/01/21 19:30,49,,45.04,15.51,0,,0.81,25.79,159.15,0,,0.7,9.26,78.19
05/01/21 20:30,25,,19.67,32.23,0,,0.46,26.25,133.53,0,,1.57,7.12,69.18
05/01/21 21:30,19,,12.98,37.78,0,,0.34,26.13,126.63,0,,1.75,1.69,67.86
05/01/21 22:30,10,,6.49,42.01,0,2,0.34,25.6,107.84,0,,1.8,1.73,72.18
05/01/21 23:30,10,,7,33.26,0.33,1,0.38,24.96,117.09,0,,1.05,1.76,75.76
06/01/21 00:30,10,,8.47,30.33,0.75,1,0.26,24.48,124.59,0,,1.18,2.13,77.44
06/01/21 01:30,9,,6.36,24.92,0.71,,0.26,24.06,119.51,0,,0.66,1.37,77.85
06/01/21 02:30,5,,13.65,23.69,0.54,,0.28,23.6,110.93,0,,0.51,2.16,79.64
06/01/21 03:30,15,,12.33,23.82,0.61,,0.28,23.68,98.78,0,,0.93,2.43,78.02
06/01/21 04:30,8,,8.28,29.1,0.72,,0.3,23.42,115.42,0,,1.14,1.82,79.45
06/01/21 05:30,10,,8.33,26.77,0.84,,0.3,23.31,115.39,0,,0.87,18.96,80.45
06/01/21 06:30,10,,11.94,27.21,0.82,,0.39,25.98,120.35,0,,1.66,151.08,69.51
06/01/21 07:30,5,,9.42,32.84,0.65,,0.39,27,116.47,0,,2.34,338.76,65.44
06/01/21 08:30,5,,7.62,34.56,0.42,,0.23,28.41,123.06,0,,2,632.59,60.7
06/01/21 09:30,5,,3.58,,,,0.22,30.15,112.23,0,,1.58,835.41,54.47
06/01/21 10:30,,,5.06,,,,5,31.74,134.71,0,,1.5,839.21,49.16
06/01/21 11:30,,,11.05,,0.39,,13.52,33.58,353.42,0,,1.7,1082.03,43.99
06/01/21 12:30,,,9.51,,0.78,,11.31,33.4,37.7,0,,1.54,668.36,42.06
06/01/21 13:30,,,21.16,,0.7,,0.38,31.88,60.73,0.2,,1.74,153.79,46.64
06/01/21 14:30,,,38.66,40.32,0.39,,0.36,21.72,158.07,30.4,,2.73,15.12,94.03
06/01/21 15:30,,,26.79,46.08,0.57,,0.44,22.52,118.8,0,,1.37,27.84,91.31
06/01/21 16:30,,,64.56,15.07,0.71,,0.94,23.62,66.64,0.2,,0.53,55.42,88.16
06/01/21 17:30,,,71.42,8.21,0.87,,1.2,24.8,67.05,0,,1.09,58.74,82.5
06/01/21 18:30,,,44.99,15.56,0.74,,1.12,24.13,108.56,0,,0.53,18.15,83.97
06/01/21 19:30,13,,58.18,4.39,1.33,1,1.42,24.22,92.92,0,,0.74,5.27,83.69
06/01/21 20:30,23,,47.51,4.94,1.34,2,1.01,23.73,83.9,0,,0.41,3.66,85.45
06/01/21 21:30,33,,51.37,2.06,1.5,8,1.1,23.55,350.29,0,,0.76,3.9,86.61
06/01/21 22:30,29,,44.52,1.71,1.97,9,1.03,23.23,331.26,0,,0.39,3.31,88.46
06/01/21 23:30,29,,43.32,2.98,2.37,6,1.19,23.26,20.27,0,,0.4,3.67,89.81
07/01/21 00:30,41,,40.36,2.9,2.3,4,0.53,23.39,119.29,0,,0.7,2.75,86.91
07/01/21 01:30,27,,26.37,7.7,2.37,,0.45,23.04,102.18,0,,0.31,2.69,88.13
07/01/21 02:30,26,,23.65,7.28,2.48,8,0.5,23.02,127.76,0,,0.18,2.35,88.53
07/01/21 03:30,17,,15.98,8.39,2.5,5,0.29,22.6,159.46,0,,0.11,2,90.72
07/01/21 04:30,17,,16.1,5.12,2.47,,0.3,22.32,132.17,0,,0.39,2.35,92.82
07/01/21 05:30,22,,22.29,4.54,2.46,3,0.32,22.54,107.7,0,,0.63,13.8,89.65
07/01/21 06:30,19,,24.19,7.47,2.23,4,0.49,25.36,129.49,0,,0.47,122.47,77.13
07/01/21 07:30,36,,26.99,15.01,2.35,2,1.39,28.09,98.36,0,,1.02,385.35,66.62
07/01/21 08:30,18,,13.07,30.81,2.54,,0.6,29.81,75.98,0,,1.37,687.85,58.6
07/01/21 09:30,9,,13.6,43.27,2.4,,0.28,30.83,19.03,0,,1.22,897.81,54.16
07/01/21 10:30,6,,15.65,63.5,2.27,,0.21,31.95,350.58,0,,1.24,861.09,49.58
07/01/21 11:30,4,,22.22,80.7,2.17,8,0.41,33.57,341.35,0,,1.83,1025.92,43.65
07/01/21 12:30,2,,19.67,83.7,1.96,8,0.3,33.38,326.6,0,,2.11,498.61,42.59
07/01/21 13:30,13,,26.43,79.69,0.82,12,0.31,33.67,273.56,0,,2.08,441.15,40.54
07/01/21 14:30,13,,38.17,50.84,0.87,10,0.55,32.29,235.86,0,,1.64,160.77,41.64
07/01/21 15:30,6,,32.51,51.57,0.72,,0.35,29.62,123.75,0,,1.75,61.31,53.06
07/01/21 16:30,4,,23.24,59.41,0.73,,0.5,27.98,107.94,0,,2.04,118.7,59.08
07/01/21 17:30,10,,43.3,44.63,0.97,,0.5,26.53,2.76,0,,1.53,36.72,60.75
07/01/21 18:30,18,,46.12,28.21,0.75,,0.82,24.29,294.01,7.4,,2.19,4.73,79.15
07/01/21 19:30,25,,46.72,21.99,0.8,,0.48,21.64,290.57,8.6,,2.39,5.95,92.91
07/01/21 20:30,16,,53.88,13.39,0.74,,0.49,21.75,272.36,6.2,,0.82,5.22,94.2
07/01/21 21:30,22,,51.31,13.74,0.7,,0.43,21.59,328.34,2.4,,0.78,5.25,94.28
07/01/21 22:30,18,,40.3,19.88,0.76,,0.37,21.69,207.16,0.6,,0.57,5.11,93.94
07/01/21 23:30,10,,34.23,18.61,0.55,,0.3,21.54,291,0.2,,0.81,5.78,92.1
08/01/21 00:30,,,16.36,37.05,0.31,,0.31,21.94,298.06,0,,1.84,8.29,89.62
08/01/21 01:30,,,7.76,43.47,0.19,,0.34,22.04,300.86,0,,2.53,6.62,87.75
08/01/21 02:30,,,8.89,39.74,0.27,,0.33,21.73,306.46,0.2,,2.02,4.87,87.94
08/01/21 03:30,,,14.76,30.29,0.18,,0.33,21.6,318.57,0.2,,1.44,4.13,89.36
08/01/21 04:30,,,27.16,14.58,0.19,,0.37,21.56,329.24,0,,0.81,4.39,91.52
08/01/21 05:30,,,20.94,18.65,0.03,,0.37,21.8,55.25,0,,0.7,11.61,91.04
08/01/21 06:30,,,35.54,9.75,0.22,,3.83,22.18,357.41,0,,0.54,58.63,89.67
08/01/21 07:30,,,39.58,8.55,0.34,,0.93,23.29,99.37,0,,0.61,140.67,83.7
08/01/21 08:30,,,41.51,12.9,0.59,,1.05,25.7,88.24,0,,0.89,436.2,72.63
08/01/21 09:30,,,26.6,33.86,0.6,,0.63,29.24,65.85,0,,1.22,864.38,57.12
08/01/21 10:30,,,36.39,50.51,1.05,,0.68,29.97,11.87,0,,1.55,881.52,55.95
08/01/21 11:30,,,42.69,,0,,,32.18,305.61,0,,3.02,946.64,42.06
08/01/21 12:30,10,,25.69,54.13,0.83,,0.44,32.96,295.79,0,,2.55,687.52,39.63
08/01/21 13:30,10,,35.42,54.41,0.95,,2.19,32.96,311.07,0,,2.84,542.2,41.39
08/01/21 14:30,10,,39.96,55.71,0.83,2,0.79,32.53,291.5,0,,2.73,533.4,43.67
08/01/21 15:30,9,,40.3,44.99,1.18,4,0.59,32.06,278.29,0,,2.16,366.96,44.98
08/01/21 16:30,4,,49.78,28.39,2.05,9,0.65,31.44,289.52,0,,2.22,260.25,45.4
08/01/21 17:30,10,,42.55,27.06,2.57,8,0.57,30.62,296,0,,1.63,105.27,48.41
08/01/21 18:30,18,,44.17,22.81,2.38,10,0.79,29.72,226.61,0,,1.19,17.15,51.23
08/01/21 19:30,25,,54.37,11.23,1.83,15,0.79,28.91,267.55,0,,0.91,2.05,55.8
08/01/21 20:30,16,,57.01,4.87,1.79,8,1.05,28.32,9.93,0,,0.98,1.78,59.09
08/01/21 21:30,22,,48.94,8.89,1.69,13,1.02,27.68,119.04,0,,0.71,2.53,63.3
08/01/21 22:30,18,,32.47,14.08,1.72,11,0.76,26.87,103.26,0,,1.12,2.35,68.17
08/01/21 23:30,13,,16.9,21.5,1.49,6,0.47,24,157.9,40.8,,1.75,4.38,85.81
09/01/21 00:30,23,,20.03,32.71,1.62,2,0.35,21.3,135.24,13,,0.97,5.76,99.84
09/01/21 01:30,22,,14.3,27.31,1.37,,0.39,21.96,85.71,0.2,,0.69,6.23,99.89
09/01/21 02:30,22,,21.9,14.46,1.06,7,0.4,22.61,127.7,0,,0.2,5.52,98.55
09/01/21 03:30,25,,22.59,12.26,1.06,7,0.41,22.66,107.76,0,,0.43,3.63,97.18
09/01/21 04:30,22,,11.22,15.27,0.68,17,0.45,22.61,111.3,0,,0.42,4.69,95.06
09/01/21 05:30,14,,18.38,5.5,0.72,7,0.58,22.77,37.16,0.2,,0.31,16.46,95.97
09/01/21 06:30,33,,20.1,7.71,0.44,4,0.59,24.31,334.65,0,,0.8,99.8,86.83
09/01/21 07:30,41,,27.32,4.7,0.63,1,0.68,24.14,311.01,1,,1.68,80.49,87.77
09/01/21 08:30,21,,31.12,16.45,0.67,1,0.63,23.3,163.5,5.6,,0.88,98.02,92.17
09/01/21 09:30,12,,29.79,18.64,0.63,1,0.73,23.9,154.32,1.4,,0.81,206.88,90.68
09/01/21 10:30,7,,21.18,33.24,0.65,,0.64,25.68,150.82,0.2,,0.85,577.68,83.17
09/01/21 11:30,4,,14.39,53.66,0.29,,0.52,29.98,120.07,0,,1.34,1183.3,59.41
09/01/21 12:30,2,,13.93,68.01,0.23,,0.43,31.9,315.46,0,,1.47,862.01,48.9
09/01/21 13:30,1,,9.05,65.3,0.17,,0.37,31.71,70.49,0,,1.7,413.72,48.8
09/01/21 14:30,,,17.06,59.67,0.02,1,0.42,31.14,127.91,0,,1.74,517.3,55.38
09/01/21 15:30,,,35.09,46.69,0.01,3,0.51,28.45,236.96,6,,2.06,56.04,66.75
09/01/21 16:30,,,33.72,26.74,0,4,0.66,24.93,289.66,2.4,,1.02,75.67,87.72
09/01/21 17:30,,,41.56,17.36,0.01,,0.72,25.33,337.33,0.4,,1.13,42.92,84.15
09/01/21 18:30,,,19.56,33.53,0,,0.49,23.76,87.49,3,,0.89,6.3,89.2
09/01/21 19:30,,,13.74,33.45,0,,0.45,22.95,116.55,4.2,,0.92,5.31,92.57
09/01/21 20:30,,,15.78,34.32,0.02,,0.49,22.77,139.66,2.2,,1.31,5.22,93.92
09/01/21 21:30,,,34.4,20.66,0,,0.64,22.79,25.45,0,,0.67,4.5,94.74
09/01/21 22:30,,,21.03,30.13,0,1,0.55,22.63,36.07,0,,0.68,5.97,91.67
09/01/21 23:30,,,25.06,18.95,0.2,5,0.58,22.45,28.39,0,,0.73,5.25,93.5
10/01/21 00:30,105,,25.27,18.46,1.24,3,0.5,22.54,316.93,0,,0.46,4.43,93.27
10/01/21 01:30,57,,15.82,21.08,1.48,1,0.49,22.46,103.54,0,,0.32,4.28,93.36
10/01/21 02:30,43,,8.07,31.27,1.48,1,0.33,23.08,101.23,0,,1.61,6.97,87.38
10/01/21 03:30,29,,7.79,31.33,1.47,,0.29,23.32,113.13,0,,1.72,6.93,84.58
10/01/21 04:30,,,12.83,28.05,1.35,,0.29,23.26,113.56,0,,1.24,5.78,85.22
10/01/21 05:30,,,13.61,24.53,1.26,2,0.31,23.51,110.65,0,,0.96,8.7,84.16
10/01/21 06:30,,,20.57,19.26,1.05,2,0.37,23.59,112.08,0,,0.95,20.4,84.49
10/01/21 07:30,,,13.98,22.13,1.22,,0.42,23.96,118.57,0,,1.15,79.92,83.62
10/01/21 08:30,,,11.12,26.75,0.68,,0.35,25.28,115.04,0,,1,218.86,77.22
10/01/21 09:30,,,6.42,39.48,0.66,,0.32,27.51,92.27,0,,1.39,664.35,66.94
10/01/21 10:30,,,6.09,46.57,0.58,,0.27,28.99,333.12,0,,1.65,782.93,61.79
10/01/21 11:30,,,7.2,53.3,0.8,,0.28,30.43,359.88,0,,1.81,948.95,57.07
10/01/21 12:30,,,5.46,55.32,0.71,,0.26,30.75,10.23,0,,1.67,603.92,54.84
10/01/21 13:30,,,6.16,54.24,0.58,,0.27,31.78,345.74,0,,1.87,659.95,50.69
10/01/21 14:30,,,4.39,49.42,0.28,,0.27,31.77,44.48,0,,1.87,802.86,53.02
10/01/21 15:30,,,3.51,46.51,0.27,3,0.24,31.36,87.15,0,,1.84,386.41,54.53
10/01/21 16:30,17,,6.41,32.49,0.45,2,0.26,29.86,106.56,0,,2.05,152.79,60.13
10/01/21 17:30,11,,7.66,33.22,0.23,4,0.3,28.42,122.79,0,,1.92,35.78,60.62
10/01/21 18:30,6,,17.8,26.48,0.44,5,0.42,27.35,311.9,0,,1.66,5.62,66.57
10/01/21 19:30,7,,25.43,21.98,0.4,3,0.45,26.61,78.43,0,,0.64,2.56,69.97
10/01/21 20:30,15,,11.27,27.01,0.28,1,0.31,26.7,119.79,0,,1.45,2.58,68.87
10/01/21 21:30,12,,15.95,20.98,0.24,,0.34,26.3,114.78,0,,1.6,2.23,72.16
10/01/21 22:30,9,,8.76,25.21,0.41,,0.32,25.89,123.4,0,,1.73,2.48,73.9
10/01/21 23:30,5,,5.74,23.91,0.5,,0.25,25.58,119.85,0,,1.76,3.03,76.19
11/01/21 00:30,9,,6.52,24.67,0.65,1,0.31,25.44,123.55,0,,1.32,3.26,76.84
11/01/21 01:30,5,,8.19,26.93,0.3,,0.31,25.27,115.58,0,,1.45,3.16,76.29
11/01/21 02:30,8,,5.66,26.22,0.25,,0.35,24.74,116.57,0,,1.59,2.51,79.36
11/01/21 03:30,10,,4.75,28.07,0.27,,0.31,24.5,122.94,0,,1.46,2.5,80.02
11/01/21 04:30,5,,6.19,27.72,0.43,3,0.31,24.25,113.82,0,,1.5,2.6,81.46
11/01/21 05:30,3,,7.34,20.14,0.33,3,0.32,24.15,126.82,0,,1.38,9.47,81.6
11/01/21 06:30,2,,15.83,17.27,0.29,2,0.49,24.66,122.47,0,,1.26,72.33,79.17
11/01/21 07:30,1,,11.86,21.53,0.31,,0.51,25.48,110.87,0,,1.28,121.74,75.28
11/01/21 08:30,1,,11.73,23.35,0.32,2,0.47,26.17,109.22,0,,1.34,191.12,73.21
11/01/21 09:30,1,,9.05,32.31,0.24,4,0.69,28.21,123.71,0,,2.03,610.08,64.46
11/01/21 10:30,4,,7.15,38.53,0.34,1,0.44,30.09,96.19,0,,1.97,758.88,56.92
11/01/21 11:30,5,,8.33,43.33,0.23,1,0.42,30.71,76.34,0,,1.6,551.8,54.12
11/01/21 12:30,3,,7.16,47.31,0.56,3,0.4,31.52,68.13,0,,1.7,635.8,51.06
11/01/21 13:30,2,,7.59,46.72,0.42,4,0.39,33.12,336.35,0,,1.81,750.59,45.3
11/01/21 14:30,,,8.47,48.56,0.57,1,0.41,32.96,343.63,0,,1.83,751.32,45.83
11/01/21 15:30,,,10.37,54,0.67,4,0.41,33.28,35.57,0,,1.68,578.35,44.16
11/01/21 16:30,,,11.66,42.33,0.84,5,0.62,32.13,112.19,0,,1.94,121.29,48.74
11/01/21 17:30,,,20.32,37.99,0.98,5,0.79,30.99,110.93,0,,1.66,48.92,52.84
11/01/21 18:30,,,,,,6,,,,,,,,
11/01/21 19:30,,,,,,2,,,,,,,,
11/01/21 20:30,,,,,,,,,,,,,,
11/01/21 21:30,,,6.76,35.26,1.09,5,0.36,27.56,117.97,0,,2.25,3.53,68.8
11/01/21 22:30,,,8.12,36.42,1.19,6,0.43,26.94,108.42,0,,1.78,3.08,72.31
11/01/21 23:30,,,7.5,32.92,0.86,3,0.44,26.11,119.22,0,,2.07,2.59,75.7
12/01/21 00:30,,,10.07,29.86,0.91,,0.34,25.86,119.83,0,,2.08,2.56,75.17
12/01/21 01:30,,,6.35,33.93,0.93,2,0.42,25.56,125.16,0,,2.02,4.27,76.18
12/01/21 02:30,,,4.38,36.72,1.04,1,0.3,24.91,84.16,0,,1.47,3.7,76.33
