data,PM10,PTS,NO2,O3,SO2,"PM 2,5",CO,Tº,DV,PP,PA,VV,RS,UR
02/12/21 13:30,4,,19.79,84.19,0,12,0.32,31.84,131.78,0,,1.49,370.62,41.54
02/12/21 14:30,11,,15.9,75.56,0,14,0.34,32.27,99.57,0,,1.14,379.4,41.2
02/12/21 15:30,8,,14.7,49.43,0,15,0.34,30.02,118.5,1.6,,2.89,246.42,52
02/12/21 16:30,9,,20.08,35.89,0,16,0.37,24.78,129.69,0.6,,3.24,39.8,73.29
02/12/21 17:30,15,,28.36,33.43,0,13,0.5,23.56,166.53,0,,2.33,47.03,69.49
02/12/21 18:30,8,,25.95,35.19,0,,0.45,24.03,108.12,0,,1.44,7.64,63.63
02/12/21 19:30,10,,38.48,22.08,0,16,0.54,23.74,113.22,0,,1.06,3.01,68.22
02/12/21 20:30,32,,34.28,22.32,0,28,0.49,23.48,97.91,0,,1.39,2.73,68.21
02/12/21 21:30,45,,27.48,20.85,0,19,0.45,22.27,73.67,0,,0.77,4.06,75.21
02/12/21 22:30,39,,20.73,24.34,0,16,0.42,22.47,121.02,0,,0.87,2.17,74.86
02/12/21 23:30,22,,21.09,21.33,0,15,0.41,22.08,119.85,0,,1.1,1.95,73.9
03/12/21 00:30,20,,14.47,37.63,0,13,0.28,22.82,134.44,0,,2.11,2.89,62.39
03/12/21 01:30,14,,9.07,35.1,0,14,0.32,22.09,123.83,0,,1.46,1.8,69.36
03/12/21 02:30,8,,11.3,34.39,0,12,0.32,21.97,123.73,0,,1.79,2.79,73.83
03/12/21 03:30,24,,5.78,35.48,0,16,0.3,22.13,115.18,0,,1.65,5.35,76.14
03/12/21 04:30,14,,6.82,30.46,0,9,0.32,22.11,113.03,0,,1.57,5.05,77.89
03/12/21 05:30,14,,10.28,28.28,0,9,0.32,21.81,123.2,0,,2.03,22.9,80.51
03/12/21 06:30,30,,18.01,28.19,0,12,0.36,22.28,118.19,0,,2.17,86.11,78.53
03/12/21 07:30,19,,13.47,35.9,0,11,0.43,24.6,123.9,0,,2.31,423.52,68.87
03/12/21 08:30,23,,8.99,43.29,0,7,0.35,26.66,130.04,0,,2.98,709.49,59.82
03/12/21 09:30,14,,8.48,44.77,0,8,0.3,27.17,123.41,0,,2.75,537.14,57.55
03/12/21 10:30,8,,6.51,46.9,0,11,0.3,28.63,117.78,0,,2.27,716.97,52.22
03/12/21 11:30,5,,7.04,47.7,0,10,0.35,29.26,129.88,0,,1.91,758.6,50.18
03/12/21 12:30,4,,6.71,51.43,0,11,0.34,30.18,58.9,0,,1.75,573.11,47.85
03/12/21 13:30,4,,9.91,42.73,0,11,0.38,29.15,66.43,0,,1.93,714.17,52.07
03/12/21 14:30,13,,7.59,44.96,0,11,0.33,28.75,97.75,0,,2.44,327.37,52.6
03/12/21 15:30,9,,15.66,49.4,0,13,0.41,20.01,83.29,16.4,,2.56,25.32,94.44
03/12/21 16:30,4,,28.81,33.21,0,11,0.53,20.34,118.77,0,,1.9,77.9,95.76
03/12/21 17:30,15,,49.59,15.75,0,18,0.74,21.07,78.57,0.2,,1.81,17.46,87.13
03/12/21 18:30,22,,39.08,19.14,0,14,0.79,21.55,125.68,0,,2.47,10.56,85.82
03/12/21 19:30,21,,18.51,26.17,0,11,0.46,22.03,112.09,0,,2.14,7.31,81.3
03/12/21 20:30,24,,9.96,33.41,0,9,0.36,21.91,126.72,0,,2.82,3.05,79.7
03/12/21 21:30,13,,12.9,31.45,0,9,0.37,21.75,124.02,0,,2.51,2.98,80.19
03/12/21 22:30,8,,9.32,31.74,0,11,0.36,21.59,120.74,0,,2.3,3.25,81.08
03/12/21 23:30,9,,7.8,26.48,1.18,13,0.35,21.45,126.23,0,,2.13,2.45,81.11
04/12/21 00:30,15,,7.03,34.41,2.75,12,0.29,21.46,120.08,0,,2.27,3.62,78.53
04/12/21 01:30,18,,5.33,33.81,2.55,11,0.31,21.59,121.51,0,,2.58,5.28,77.55
04/12/21 02:30,11,,4.17,32.68,2.65,15,0.33,21.22,125.65,0,,2.36,4.42,79.75
04/12/21 03:30,7,,4.88,34.18,2.79,10,0.33,20.82,120.9,0,,2.06,4.4,81.49
04/12/21 04:30,5,,4.53,37.78,2.61,12,0.29,20.86,121.87,0,,2.25,5.11,78.38
04/12/21 05:30,3,,5.9,36.72,2.53,10,0.29,21.04,130.57,0,,1.91,14.63,77.44
04/12/21 06:30,3,,10.18,34.89,2.52,11,0.31,21.45,138.99,0,,2.51,77.24,76.08
04/12/21 07:30,2,,11.27,34.17,2.44,12,0.35,22.83,134.56,0,,2.73,273.08,71.05
04/12/21 08:30,7,,7.02,38.71,2.28,10,0.31,24.45,133.55,0,,3.22,598.53,65.35
04/12/21 09:30,11,,9.26,39.63,2.38,8,0.32,25.55,127.19,0,,3.05,663.26,60.98
04/12/21 10:30,6,,5.89,44.09,2.45,7,0.3,26.18,121.87,0,,2.44,491.27,58.37
04/12/21 11:30,5,,5.95,45.57,2.08,10,0.3,27.39,127.31,0,,2.53,654.24,54.4
04/12/21 12:30,3,,6.67,46.65,2.08,10,0.27,28.32,109.06,0,,2.3,585.34,51.44
04/12/21 13:30,2,,5.3,46.27,2.36,9,0.28,29.24,124.98,0,,2.24,615.93,48.67
04/12/21 14:30,2,,5.86,45.32,2.18,12,0.24,29.66,121.52,0,,2.63,867.76,47.66
04/12/21 15:30,2,,4.93,44.31,2.11,11,0.24,29.48,122.63,0,,2.45,542.63,47.86
04/12/21 16:30,1,,8.22,42.86,2.11,12,0.27,28.56,125.42,0,,2.91,318.02,51.06
04/12/21 17:30,4,,8.63,42.36,2.04,11,0.31,26.94,121.75,0,,3.18,79.1,56.5
04/12/21 18:30,3,,11.02,40.92,2.03,13,0.47,25.44,117.87,0,,2.91,6.16,62.42
04/12/21 19:30,19,,9.95,38.04,2.45,9,0.4,24.2,127.75,0,,2.87,1.81,66.92
04/12/21 20:30,16,,8.85,37.13,2.03,15,0.37,23.33,126.39,0,,2.85,1.81,70.21
04/12/21 21:30,19,,11.61,34.82,2.03,13,0.38,22.79,121.16,0,,2.55,1.93,71.33
04/12/21 22:30,9,,11.53,36,2.33,14,0.35,22.54,118.05,0,,2.03,1.45,70.61
04/12/21 23:30,8,,10.35,27.82,2.26,15,0.38,21.89,119.44,0,,2.66,1.89,73.75
05/12/21 00:30,15,,9.71,30.36,2.23,13,0.3,21.53,120.82,0,,2.63,2.8,75.49
05/12/21 01:30,14,,7.63,32.12,2.44,13,0.31,21.52,120.67,0,,2.44,3.58,75.94
05/12/21 02:30,24,,5.12,36.66,2.21,9,0.28,21.43,128.18,0,,2.57,2.51,76.28
05/12/21 03:30,13,,3.4,37.27,2.43,11,0.27,21.14,117.2,0,,2.28,2.43,77.5
05/12/21 04:30,9,,4.65,35.12,2.37,13,0.27,21.14,129.24,0,,1.77,2.65,78.1
05/12/21 05:30,5,,6.78,31.97,2.11,9,0.27,21.32,131.77,0,,1.42,24.68,77.14
05/12/21 06:30,4,,5.92,32.53,2.41,13,0.29,23.14,121.33,0,,1.81,172.07,69.89
05/12/21 07:30,3,,5.51,35.05,2.27,9,0.27,25.47,127.14,0,,2.66,477.54,61.05
05/12/21 08:30,7,,4.71,37.42,2.35,8,0.29,26.39,112.07,0,,2.13,664.25,56.75
05/12/21 09:30,8,,4.57,39.94,2.18,10,0.27,27.69,124.98,0,,2.12,861.33,52.31
05/12/21 10:30,6,,3.68,44.8,2.34,10,0.27,28.93,122.25,0,,2.21,891.53,47.7
05/12/21 11:30,4,,6.43,47.48,1.98,11,0.26,29.65,136.73,0,,2.26,820.27,44.68
05/12/21 12:30,3,,5.56,51.31,2.19,11,0.25,30.12,28.39,0,,1.8,575.47,42.44
05/12/21 13:30,2,,5.62,53.1,2.01,11,0.25,30.66,40.02,0,,1.53,550.23,40.98
05/12/21 14:30,1,,5.09,49.43,2.06,9,0.26,31.37,110.98,0,,1.91,661.84,39.68
05/12/21 15:30,2,,4.69,48.42,2.03,6,0.26,30.94,96.94,0,,1.97,647.52,40.98
05/12/21 16:30,1,,4.12,45.53,2.24,5,0.24,30.19,70.13,0,,1.78,198.78,42.38
05/12/21 17:30,1,,9.79,37.93,2.35,9,0.31,29.06,119.73,0,,2.06,47.36,46.16
05/12/21 18:30,2,,11.27,35.43,1.88,12,0.33,27.9,116.68,0,,1.96,5.21,48.63
05/12/21 19:30,15,,12.69,32.76,1.91,9,0.33,26.93,123.95,0,,1.9,1.56,51.79
05/12/21 20:30,9,,10.49,32.66,2.05,11,0.34,26.21,118.14,0,,1.71,2.24,53.33
05/12/21 21:30,12,,21.38,23.04,2.08,10,0.36,25.39,120.83,0,,2.19,2.29,56.87
05/12/21 22:30,8,,9.76,30.31,2.16,8,0.32,24.72,127.88,0,,1.94,2.14,60.16
05/12/21 23:30,5,,7.36,25.76,1.5,9,0.33,24.31,118.66,0,,2.02,3.03,62.89
06/12/21 00:30,15,,8.09,27.67,0.7,7,0.3,23.74,119.92,0,,1.86,3.52,66.53
06/12/21 01:30,11,,4.56,27.84,0.53,6,0.29,23.5,123.15,0,,1.57,3.37,68.51
06/12/21 02:30,7,,5.17,28.22,0.32,9,0.3,22.97,128.02,6.8,,1.28,4.06,74.05
06/12/21 03:30,35,,3.83,26.36,0.45,9,0.31,20.97,138.26,3.2,,1.43,6.08,93.02
06/12/21 04:30,26,,3.96,27.86,0.32,7,0.29,20.64,115.57,6.8,,1.4,6,95.52
06/12/21 05:30,21,,9.16,21.98,0.6,11,0.31,20.53,127.97,6.4,,1.69,12.98,98
06/12/21 06:30,43,,16.64,17.03,0.6,10,0.37,20.61,133.22,4,,1.71,15.12,98.08
06/12/21 07:30,22,,24.36,16.99,0.63,10,0.5,20.52,130.87,3.4,,1.71,21.06,95.8
06/12/21 08:30,13,,23.94,15.7,0.65,9,0.51,20.48,115.42,5.8,,1.54,35.35,95.7
06/12/21 09:30,29,,17.87,23.69,0.88,10,0.48,20.67,122.1,3.2,,2.09,147.23,93.85
06/12/21 10:30,16,,13.98,26.94,0.91,8,0.47,21.3,135.09,2.2,,1.93,173.12,89.63
06/12/21 11:30,8,,19.81,23.47,0.55,8,0.47,21.06,126.83,2.6,,1.87,91.24,92.67
06/12/21 12:30,5,,16.94,26.67,0.86,7,0.49,21.12,121.21,1.6,,1.96,126.09,90.52
06/12/21 13:30,4,,21.35,25.13,0.57,16,0.46,20.7,131.9,7.4,,1.19,103.91,92.07
06/12/21 14:30,2,,21.74,28.01,0.81,11,0.51,20.44,132.98,1.8,,2.24,96.08,92.38
06/12/21 15:30,10,,22.62,28.35,0.74,8,0.49,20.43,130.55,0.8,,1.83,124.45,90.44
06/12/21 16:30,7,,19.24,26.21,0.86,11,0.52,20.85,111.62,0,,1.72,64.38,90.08
06/12/21 17:30,4,,19.51,25.56,0.79,8,0.51,20.21,101.17,1.2,,1.42,25.29,90.98
06/12/21 18:30,7,,27.95,21.54,0.86,12,0.49,19.61,125.02,1.2,,1.17,9.12,93.23
06/12/21 19:30,9,,40.09,12.93,0.79,13,0.59,19.41,124.47,1.6,,1.38,6.44,95.25
06/12/21 20:30,11,,27.69,17.21,1.08,11,0.44,19.4,107.34,0,,0.83,5.56,95.49
06/12/21 21:30,6,,27.77,16.88,0.88,10,0.44,19.54,97.29,0,,0.69,6.71,94.79
06/12/21 22:30,6,,22.71,18.16,0.87,14,0.43,19.73,130.06,0,,0.91,7.13,92.09
06/12/21 23:30,4,,21.13,14.04,0.8,12,0.43,19.92,117.04,0,,0.75,7.06,90.8
07/12/21 00:30,2,,17.75,17,1.06,9,0.31,19.81,93.03,0,,0.58,5.88,90.66
07/12/21 01:30,12,,15.17,15.24,1.23,17,0.32,19.64,96.77,0,,0.51,3.83,91.75
07/12/21 02:30,6,,11.64,17.2,0.86,10,0.32,19.5,92.96,0,,0.43,4.54,92.18
07/12/21 03:30,23,,7.42,18.82,1.14,10,0.35,19.64,87.88,0,,0.42,5.67,92.19
07/12/21 04:30,16,,10.41,13.94,1.19,12,0.29,19.74,113.81,0,,0.57,5.72,90.67
07/12/21 05:30,19,,18.53,11.05,1.05,11,0.31,20.08,100.88,0,,0.9,31.6,88.14
07/12/21 06:30,27,,19.13,14.69,1.15,9,0.44,20.31,106.01,0.4,,1.05,83.6,89.41
07/12/21 07:30,14,,26.48,13.05,1.18,13,0.64,20.51,130.2,0,,1.15,160.05,92.65
07/12/21 08:30,27,,27.07,10.62,1.09,13,0.67,23.02,149.89,0,,1.27,363.34,77.29
07/12/21 09:30,16,,22.24,15.2,1.06,11,0.56,25.05,153.59,0,,1.52,505.85,67.01
07/12/21 10:30,10,,16.01,28.03,0.77,8,0.41,25.84,166.02,0,,1.66,589.92,62.32
07/12/21 11:30,6,,9.96,33,0.87,12,0.35,25.49,46.02,0,,1.26,209.09,64.2
07/12/21 12:30,4,,21.04,25.48,0.84,12,0.5,24.42,98.05,1.4,,1.27,152.38,72.94
07/12/21 13:30,14,,28.2,19.35,0.76,12,0.59,24.09,132.92,0,,1.18,666.09,81.28
07/12/21 14:30,18,,12.5,25.17,0.63,8,0.35,25.59,129.9,1.4,,1.91,376.73,71.42
07/12/21 15:30,14,,19.07,20.04,0.67,9,0.41,23.62,122.3,0.6,,1.33,326.23,80.89
07/12/21 16:30,9,,13.38,24.23,0.41,6,0.44,24.96,114.34,0,,1.64,365.56,72.58
07/12/21 17:30,5,,16.78,19.81,0.83,11,0.46,24.76,115.43,0,,1.94,82.51,69.98
07/12/21 18:30,3,,26.3,12.29,1,7,0.56,23.78,120.08,0,,2.17,9.64,74.78
07/12/21 19:30,4,,21.13,18.63,0.56,17,0.37,22.75,110.12,0,,1.77,3.88,77.64
07/12/21 20:30,7,,17.27,25.48,0.49,8,0.34,22,132.51,0.4,,1.79,4.92,79.18
07/12/21 21:30,6,,14.36,41.29,0.9,17,0.25,20.73,148.35,0.4,,2.5,9.4,76.55
07/12/21 22:30,5,,7.72,42.84,1.18,6,0.23,19.43,106.31,1,,1.86,6.17,86.38
07/12/21 23:30,4,,6.67,39.12,1.68,10,0.19,19.39,124.63,0,,2.89,8.94,81.86
08/12/21 00:30,4,,5.36,48.48,2.39,6,0.24,19.4,125.08,0,,2.88,11.04,77.77
08/12/21 01:30,3,,2.92,48.46,2.13,10,0.26,19.29,122.78,0,,2.47,6.95,75.54
08/12/21 02:30,2,,3.78,44.15,2.13,11,0.27,19.04,117.07,0,,1.76,2.48,77.59
08/12/21 03:30,2,,1.91,45.42,2.39,13,,18.85,127.21,0,,2.2,4.77,77.28
08/12/21 04:30,2,,6.27,41.73,2.29,11,,18.67,135.03,0,,2.17,4.93,76.24
08/12/21 05:30,1,,4.46,45.38,1.96,8,,18.67,130.11,0,,2.56,14.15,75.86
08/12/21 06:30,1,,27.69,29.6,2.29,6,,18.23,137.61,0,,2.04,62.25,81
08/12/21 07:30,2,,10.91,37.36,2.05,10,,18.33,128.71,0,,1.81,134.55,80.86
08/12/21 08:30,2,,8.34,44.02,2.47,18,,18.33,144.38,0,,2.43,187.28,80.9
08/12/21 09:30,2,,6.92,41.77,2.19,7,0.29,19.97,147.08,0,,2.07,350.4,73.99
08/12/21 10:30,2,,7.94,41.42,2.29,8,0.29,19.82,145.06,0,,2.26,229.26,75.8
08/12/21 11:30,2,,10.35,38.62,1.72,6,0.33,19.39,156.7,1.6,,1.32,304.57,84.65
08/12/21 12:30,2,,18.34,32.61,1.7,11,0.42,19.53,170.13,1,,1.34,227.85,84.23
08/12/21 13:30,3,,13.1,35.37,2.05,8,0.38,21.04,146.73,0,,2.02,403.97,73.4
08/12/21 14:30,3,,12.54,34.87,1.86,10,0.36,21.19,157.76,0,,2.15,207.74,69.13
08/12/21 15:30,2,,9.99,40.19,2.09,7,0.32,21.85,144.67,0,,1.74,191.05,64.8
08/12/21 16:30,2,,19.31,34.91,1.75,7,0.37,22.41,196.07,0,,1.41,218.87,62.43
08/12/21 17:30,2,,23.53,33.15,1.93,11,0.38,22.16,162.79,0,,1.03,88,61.75
08/12/21 18:30,2,,16.6,37.03,1.79,8,0.38,21.17,112.89,0,,1.46,7.11,66.86
08/12/21 19:30,2,,13.5,31.96,1.78,8,0.38,20.46,105.65,0,,1.61,2.08,72.76
08/12/21 20:30,2,,12.09,27.97,1.49,7,0.37,19.99,125.89,0,,1.56,2.26,77.16
08/12/21 21:30,3,,12.86,28.94,1.92,8,0.3,19.48,128.02,0,,1.54,1.83,76.92
08/12/21 22:30,3,,10.19,30.87,2.15,6,0.31,19.11,126.05,0,,0.98,1.24,76.15
08/12/21 23:30,3,,9.79,32.01,1.84,11,0.25,18.95,149.1,0,,2.07,2.11,74.6
09/12/21 00:30,4,,5.25,46.34,2.06,9,0.3,18.85,139.22,0,,2.31,1.84,72.73
09/12/21 01:30,3,,6.7,41.66,1.93,8,0.3,18.57,121.37,0,,1.52,1.36,73.53
09/12/21 02:30,3,,5.97,41.68,2.21,15,0.29,18.24,135.38,0,,1.92,1.98,75.28
09/12/21 03:30,2,,12.44,29.04,2.21,10,0.29,17.57,92.88,0,,0.89,0.69,80.33
09/12/21 04:30,3,,25.57,10.91,2.32,25,0.36,16.48,330.23,0,,0.64,1.2,88.39
09/12/21 05:30,16,,27.06,9.04,2.18,12,0.4,17.12,42.87,0,,0.43,29,87.32
09/12/21 06:30,39,,33.23,13.77,2.34,13,0.62,20.42,75.22,0,,1.05,165.49,70.46
09/12/21 07:30,20,,22.32,27.17,2.64,9,0.55,22.77,79.12,0,,0.94,473.06,60.64
09/12/21 08:30,12,,11.38,42.23,2.67,7,0.4,24.89,113.67,0,,1.68,767.47,52.37
09/12/21 09:30,21,,8.52,45.06,2.79,15,0.37,25.46,116.37,0,,1.63,629.93,53.63
09/12/21 10:30,11,,8.21,48.05,2.3,8,0.37,25.86,62.73,0,,1.38,496.02,55.64
09/12/21 11:30,6,,9.19,52.92,2.2,9,0.37,27.09,116.26,0,,1.57,727.12,52.39
09/12/21 12:30,6,,10.19,65.16,2.23,12,0.37,28.4,77.7,0,,1.59,569.9,46.65
09/12/21 13:30,4,,17.24,69.66,2.09,13,0.4,29.4,333.83,0,,1.84,630.35,41.54
09/12/21 14:30,14,,11.96,72.44,2.06,11,0.37,29.91,344.46,0,,1.79,796.01,40.12
09/12/21 15:30,20,,30.49,49.93,2.29,8,0.47,30.85,301.14,0,,2.64,617.45,34.2
09/12/21 16:30,10,,46.86,35.55,2.24,6,0.56,30.4,294.46,0,,2.15,321.91,33.98
09/12/21 17:30,12,,70.01,20.89,2.21,13,0.79,29.27,277.6,0,,1.57,95.26,38.22
09/12/21 18:30,17,,79.11,10.82,2.57,17,0.82,27.74,309.49,0,,1.26,6.42,42.9
09/12/21 19:30,41,,22.28,32.5,2.42,12,0.48,25.39,117.18,0,,2.18,0.8,60.94
09/12/21 20:30,32,,19.81,28.52,2.25,14,0.43,24.06,116.25,0,,1.77,0.93,65.37
09/12/21 21:30,36,,17.63,29.65,2.43,14,0.38,23.18,114.15,0,,2.01,1.41,67.97
09/12/21 22:30,18,,11.1,32.82,2.22,13,0.37,22.71,124.9,0,,2.28,1.52,68.81
09/12/21 23:30,15,,10.24,28.08,1.86,12,0.34,22.23,119.31,0,,2.37,1.45,69.81
10/12/21 00:30,8,,10.59,32.27,0.14,10,0.3,21.82,120.47,0,,1.73,1.13,71.39
10/12/21 01:30,7,,7.54,36.08,0.17,10,0.31,21.61,131.08,0,,2.22,1.4,73.62
10/12/21 02:30,16,,4.68,35.22,0.12,14,0.3,21.3,117.12,0,,1.9,1.49,75.86
10/12/21 03:30,10,,13.53,26.94,0.37,15,0.3,20.92,121.77,0,,1.74,1.38,78.51
10/12/21 04:30,6,,9.46,28.96,0.06,10,0.29,20.54,121.46,0,,1.57,1.23,80.51
10/12/21 05:30,4,,8.15,30.99,0.2,6,0.28,20.8,119.43,0,,1.92,27.43,79.06
10/12/21 06:30,10,,11.36,31.47,0.2,11,0.31,23.22,116.22,0,,2.19,191.49,68.74
10/12/21 07:30,31,,10.13,34.98,0.21,12,0.34,24.77,124.1,0,,2.55,467.74,62.07
10/12/21 08:30,20,,7.51,41.07,0.09,7,0.32,26.2,119.79,0,,2.28,781.25,56.58
10/12/21 09:30,14,,8.79,47.07,0.06,10,0.31,27.71,108.91,0,,1.8,852.43,51.41
10/12/21 10:30,8,,11.27,51.98,0.03,9,0.38,28.63,6.98,0,,1.55,843.88,48.33
10/12/21 11:30,5,,9.52,59.32,0,10,0.4,29.97,8.61,0,,1.56,943.21,44.21
10/12/21 12:30,8,,13.52,65.99,0.06,10,0.44,30.53,312.77,0,,1.47,450.38,40.65
10/12/21 13:30,16,,12.51,63.21,0.05,18,0.4,30.87,349.69,0,,1.55,574.18,38.78
10/12/21 14:30,37,,13.43,62.75,0.09,10,0.43,31.86,330.59,0,,1.61,634.69,35
10/12/21 15:30,20,,20.6,50.62,0.03,11,0.51,32.29,309.07,0,,1.76,730.34,31.03
10/12/21 16:30,15,,36.33,34.55,0.12,13,0.48,31.88,305.53,0,,2.33,387.95,29.56
10/12/21 17:30,19,,48.73,26.02,0.26,11,0.63,30.75,314,0,,1.76,90.68,31.96
10/12/21 18:30,10,,55.29,17.22,0.12,12,0.62,29.53,339.51,0,,0.82,5.53,35.41
10/12/21 19:30,28,,60.39,15.08,0.43,17,0.75,28.23,119.96,0,,1.38,0.26,42.06
10/12/21 20:30,35,,16.69,35.73,0.1,16,0.45,26.38,128.03,0,,2.73,1.49,58.41
10/12/21 21:30,41,,14.68,34.16,0.23,6,0.43,25.48,127.42,0,,2.39,1.46,64.07
10/12/21 22:30,23,,12.71,33.8,0.13,16,0.46,24.68,119.58,0,,2.07,1.21,67.95
10/12/21 23:30,24,,13.7,26.53,0.22,9,0.42,23.9,121.42,0,,2.27,1.69,71.61
11/12/21 00:30,20,,10.02,30.21,0.12,11,0.32,23.33,121.24,0,,2.44,2.14,74.31
11/12/21 01:30,23,,8.15,30.43,0.13,8,0.34,23.02,117.05,0,,2.49,2.23,75.29
11/12/21 02:30,21,,5.75,29.82,0.13,8,0.31,22.52,124.12,0,,1.91,1.49,76.99
11/12/21 03:30,12,,5.01,30.36,0.13,10,0.29,22.25,124.94,0,,2.25,1.9,76.63
11/12/21 04:30,8,,3.89,33.37,0.27,6,0.27,21.99,123.2,0,,2.03,1.82,76.19
11/12/21 05:30,5,,6.13,30.65,0.24,11,0.27,22.11,124.98,0,,1.81,26.78,75.48
11/12/21 06:30,3,,7.09,29.92,0.05,6,0.29,23.85,115.81,0,,2.21,158.9,68.83
11/12/21 07:30,5,,7.74,31.06,0.23,9,0.27,24.88,123.98,0,,2.24,341.57,64.76
11/12/21 08:30,6,,5.88,35.53,0.07,8,0.19,26.27,109.35,0,,1.55,569.59,58.98
11/12/21 09:30,18,,7.52,41.16,0.13,10,0.33,28.42,140.04,0,,1.79,803.06,51.67
11/12/21 10:30,10,,6.41,50.62,0.09,14,0.28,29.8,125.9,0,,1.78,1074.55,47.05
11/12/21 11:30,6,,5.93,53.65,0.09,11,0.26,30.53,65.04,0,,1.83,1048.7,44.39
11/12/21 12:30,4,,7.26,56.86,0.09,12,0.29,31.05,47.78,0,,1.85,552.21,41.68
11/12/21 13:30,2,,7.65,63.08,0.06,10,0.32,31.48,343.76,0,,1.36,436.53,39.09
11/12/21 14:30,1,,9.42,69.04,0.04,9,0.33,32.71,325.22,0,,1.41,716.17,35.08
11/12/21 15:30,13,,8.45,72.22,0.09,9,0.36,32.58,108.9,0,,1.53,591.69,34.72
11/12/21 16:30,7,,9.39,68.58,0.06,19,0.38,32.39,343.27,0,,1.36,352.41,34.57
11/12/21 17:30,5,,9.52,65.71,0.03,11,0.37,31.61,99.77,0,,1.28,96.48,36.05
11/12/21 18:30,3,,21.59,38.08,0.03,13,0.45,30.45,102.8,0,,1.35,4.85,41.82
11/12/21 19:30,18,,19.12,26.85,0,12,0.43,28.98,122.06,0,,1.67,0.99,50.46
11/12/21 20:30,23,,13.69,26.61,0.02,13,0.38,27.48,114.8,0,,2.26,1.58,58.65
11/12/21 21:30,47,,11.8,24.88,0.11,11,0.4,26.45,115.79,0,,2.03,2.03,67.84
11/12/21 22:30,31,,10.31,25.71,0.12,14,0.43,25.91,117.65,0,,2.21,2.01,69.98
11/12/21 23:30,25,,9.78,20.36,0.2,11,0.42,25.3,122.06,0,,2.45,2.32,71.65
12/12/21 00:30,34,,7.29,23.18,0.3,12,0.33,24.89,119.94,0,,2.02,3.32,72.7
12/12/21 01:30,18,,7.9,21.73,0.21,7,0.35,24.66,128.13,0,,1.85,3.64,73.09
12/12/21 02:30,17,,5.73,22.98,0.17,7,0.29,24.56,116.92,0,,1.66,4.02,72.99
12/12/21 03:30,10,,5.22,21.73,0.11,10,0.3,24.39,113.15,0,,1.76,3.59,74.13
12/12/21 04:30,5,,7.24,20.25,0.18,,0.31,24.17,122.64,0,,1.66,3.91,75.99
12/12/21 05:30,5,,7.94,17.59,0.25,,0.31,23.98,119.93,0,,1.66,15.54,76.62
12/12/21 06:30,3,,5.6,18.04,0.36,,0.33,25.74,130.05,0,,1.6,168,70.02
12/12/21 07:30,11,,4.2,21.85,0.11,,0.32,27.3,121.53,0,,1.38,301.87,62.79
12/12/21 08:30,15,,5.01,26.29,0.3,,0.3,27.83,71.06,0,,1.6,514.38,59.74
12/12/21 09:30,9,,3.78,32.23,0.08,,0.33,29.72,124.59,0,,1.82,714.38,52.82
12/12/21 10:30,5,,3.87,34.6,0.18,,0.29,30.64,69.28,0,,1.58,787.4,49.29
12/12/21 11:30,4,,4.43,31.76,0.12,,0.32,31.61,345.62,0,,1.59,747.08,46.99
12/12/21 12:30,3,,5.19,40,0.17,,0.31,31.72,26.78,0,,1.66,476.54,46.35
12/12/21 13:30,3,,5.21,37.54,0.33,,0.34,32.13,61.15,0,,1.99,540.79,44.8
12/12/21 14:30,3,,4.34,29.81,0.36,,0.38,31.74,83.72,0,,1.82,363.51,47.94
12/12/21 15:30,4,,3.68,25.79,0.09,,0.3,31.39,89.1,0,,1.8,308.5,48.22
12/12/21 16:30,4,,5.63,29.07,0.31,,0.31,30.96,93.81,0,,1.99,155.62,47
12/12/21 17:30,3,,7.24,21.8,0.26,,0.35,27.29,133.35,1,,1.97,44.44,70.1
12/12/21 18:30,27,,9.71,19.07,0.14,,0.53,25.66,126.71,0,,2.18,19.05,72.29
12/12/21 19:30,15,,10.05,17.61,0.37,,0.38,25.79,124.93,0,,1.59,12,64.67
12/12/21 20:30,8,,14.67,16.5,0.22,,0.41,26.01,119.18,0,,1.79,4.06,65.64
12/12/21 21:30,12,,9.38,17.49,0.4,,0.35,25.45,109.07,5.8,,1.9,3.68,71.75
12/12/21 22:30,10,,7.5,23.42,0.33,,0.35,21.92,110.12,6.2,,1.48,6,94.65
12/12/21 23:30,20,,12.7,16.09,0.11,,0.38,22.12,155.2,0.4,,1.04,6.01,93.18
13/12/21 00:30,50,,16.39,12.12,0.13,,0.35,22.41,127.38,2,,0.52,5.38,94.95
13/12/21 01:30,64,,7,16.71,0.26,,0.33,22.41,108.34,1.6,,0.6,5.42,95.13
13/12/21 02:30,71,,6.21,15.31,0.49,,0.31,22.29,89.75,2.6,,0.68,5.46,95.93
13/12/21 03:30,55,,3.44,17.16,0.35,,0.32,22.24,70.41,3.2,,0.42,5.62,96.6
13/12/21 04:30,56,,8.79,13.44,0.25,,0.32,22.19,122.15,1.6,,1.25,5.69,96.81
13/12/21 05:30,56,,15.3,10.94,0.43,,0.33,21.92,121.32,0.6,,1.18,9.71,96.8
13/12/21 06:30,29,,20.47,9.24,0.44,,0.46,21.98,119.11,0.8,,1.26,36.02,96.17
13/12/21 07:30,36,,18.25,11.71,0.39,,0.69,22.55,118.21,0,,0.66,151.81,92.16
